Category URL,Product URL,Page Number,Page Type,Classification Reason,Status,Error Stage,Error Type,Error Message,HTTP Status,Fallback Used,Records Written
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/helimend-trade-and-helimend-trade-advanced,2,unsupported_layout,No item-level masterData found,partial_fallback,item_extraction,no_master_data,No item-level masterData found; wrote fallback record.,,yes,1
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/guidor-reg-e-em-asy-graft-reg-em-classic,2,item_table_page,masterData found,success,,,,,no,6
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/collashield-trade-collagen-membrane,2,item_table_page,masterData found,success,,,,,no,3
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/coldstar-disposable-instant-non-insulated-cold-pack,2,multi_group_item_page,masterData found with grouped item rows,success,,,,,no,4
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/instant-cold-pack,2,item_table_page,masterData found,success,,,,,no,2
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/hybenx-sup-reg-sup,2,item_table_page,masterData found,success,,,,,no,1
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/coe-pak-trade-automix-nds,2,multi_group_item_page,masterData found with grouped item rows,success,,,,,no,4
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/coe-pak-trade,3,item_table_page,masterData found,success,,,,,no,4
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/barricaid-reg,3,item_table_page,masterData found,success,,,,,no,3
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/surgicel-reg,3,item_table_page,masterData found,success,,,,,no,2
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/orca-sup-trade-sup-foam,3,item_table_page,masterData found,success,,,,,no,3
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/periacryl-reg-90,3,item_table_page,masterData found,success,,,,,no,2
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/orca-trade-dry-socket,3,item_table_page,masterData found,success,,,,,no,1
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/helitape-reg,3,item_table_page,masterData found,success,,,,,no,1
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/integra-sup-reg-sup-miltex-sup-reg-sup-helicote-sup-reg-sup,3,item_table_page,masterData found,success,,,,,no,1
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/actcel,3,item_table_page,masterData found,success,,,,,no,1
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/myco-medical-technocut-reg-disposable-scalpels,3,item_table_page,masterData found,success,,,,,no,5
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/myco-medical-nbsp-glassvan-reg-scalpel-blades,3,multi_group_item_page,masterData found with grouped item rows,success,,,,,no,10
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/safety-scalpels,3,item_table_page,masterData found,success,,,,,no,2
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/disposable-scalpels-integra-miltex,3,item_table_page,masterData found,success,,,,,no,8
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/disposable-scalpels-bard-parker-bd,3,item_table_page,masterData found,success,,,,,no,6
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/surgical-blades-hu-friedy,3,item_table_page,masterData found,success,,,,,no,21
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/disposable-scalpels,4,item_table_page,masterData found,success,,,,,no,8
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/myco-medical-glassvan-reg-microsurgical-blades-carbon-steel,4,item_table_page,masterData found,success,,,,,no,2
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/scalpel-handles-hu-friedy,4,multi_group_item_page,masterData found with grouped item rows,success,,,,,no,15
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/surgical-blade-handles-bard-parker-bd,4,item_table_page,masterData found,success,,,,,no,4
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/surgical-blades,4,multi_group_item_page,masterData found with grouped item rows,success,,,,,no,18
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/surgical-blades-integra-miltex,4,multi_group_item_page,masterData found with grouped item rows,success,,,,,no,34
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/surgical-blades-bard-parker-bd,4,multi_group_item_page,masterData found with grouped item rows,success,,,,,no,11
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/suture-needles-integra-miltex,4,item_table_page,masterData found,success,,,,,no,1
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/myco-medical-reli-reg-pro-sutures,4,multi_group_item_page,masterData found with grouped item rows,success,,,,,no,38
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/look-trade-sutures,4,multi_group_item_page,masterData found with grouped item rows,success,,,,,no,129
https://www.safcodental.com/catalog/sutures-surgical-products,https://www.safcodental.com/product/ethicon-sutures,4,multi_group_item_page,masterData found with grouped item rows,success,,,,,no,105
